relative_humidity_2m_(%),dew_point_2m_(EEC),apparent_temperature_(EEC),precipitation_(mm),pressure_msl_(hPa),surface_pressure_(hPa),cloud_cover_(%),cloud_cover_low_(%),cloud_cover_mid_(%),cloud_cover_high_(%),vapour_pressure_deficit_(kPa),wind_speed_10m_(km_h),wind_speed_100m_(km_h),wind_direction_10m_(EE),wind_direction_100m_(EE),wind_gusts_10m_(km_h),soil_temperature_0_to_7cm_(EEC),soil_temperature_7_to_28cm_(EEC),soil_temperature_28_to_100cm_(EEC),soil_temperature_100_to_255cm_(EEC),soil_moisture_0_to_7cm_(m?_m?),soil_moisture_7_to_28cm_(m?_m?),soil_moisture_28_to_100cm_(m?_m?),soil_moisture_100_to_255cm_(m?_m?),shortwave_radiation_(W_m?),direct_radiation_(W_m?),diffuse_radiation_(W_m?),direct_normal_irradiance_(W_m?),global_tilted_irradiance_(W_m?),terrestrial_radiation_(W_m?),is_day_(),sunshine_duration_(s),time
82.0,23.7,31.7,2.0518113776761053,1008.9,985.1,62.60020307525837,9.0,40.12417084510272,100,0.62,8.1,10.7,283.0,282.0,26.3,28.6,26.1,25.5,25.4,0.302,0.271,0.264,0.323,496,167,329,193.6,496,1209.6107611014595,1,3600.0,2022-01-01T14:00
86.0,22.3,28.2,5.2,1009.3,985.3675844450077,100.0,76.0,60.0,100,0.44,12.2,17.6,289.0,285.0,33.8,28.0,26.3,25.5,25.4,0.349,0.277,0.263,0.322,438,126,312,173.0,438,1030.3,1,3389.84,2022-01-01T15:00
85.0,22.5,28.9,0.1,1009.1,985.163271263153,92.0,51.0,26.0,100,0.48,10.259978402018668,14.8,315.0,317.0,24.5,26.8,26.4,25.5,25.4,0.326,0.284,0.263,0.322,161,6,155,11.0,161,774.9,1,0.0,2022-01-01T16:00
87.0,22.3,28.2,0.3,1009.5,985.5,58.0,8.0,34.42845584152236,100,0.42,11.2,17.1,312.0,309.0,23.0,26.1,26.4,25.5,25.4,0.317,0.287,0.263,0.322,155,44,111,131.9,155,471.9,1,2157.19,2022-01-01T17:00
88.0,22.0,27.9,0.2284478473259514,1010.3,986.2545287366925,50.0,13.009239545579081,13.0,100,0.38,8.7,16.1,322.0,318.0,19.8,25.4,26.3,25.5,25.4,0.31,0.289,0.263,0.322,46,11,35,75.4,46,144.8,0,284.12,2022-01-01T18:00
88.0,22.5,28.6,0.0,1010.9,986.8816372822688,50.0,7.0,23.0,100,0.37,7.565179750528376,14.7,317.0,324.0,14.8,26.3,26.1,25.5,25.4,0.288,0.272,0.26047020122256376,0.322,0,0,0,0.0,0,0.0,0,0.0,2022-01-01T19:00
86.0,21.8,28.2,0.0,1011.4,987.4,39.0,8.0,3.0,100,0.44,7.237840635964835,14.3,309.0,315.0,13.3,25.5,26.1,25.5,25.4,0.286,0.272,0.258,0.322,0,0,0,0.0,0,-1.8932881463388185,0,0.0,2022-01-01T20:00
88.0,21.7,27.9,0.02127770170366322,1011.8,987.7,41.0,12.0,1.0,100,0.36,5.816873568044833,11.2,312.0,303.5754614433651,11.5,25.0,26.0,25.5,25.4,0.283,0.273,0.257,0.322,0,0,0,0.0,0,0.0,0,0.0,2022-01-01T21:00
92.0,21.7,27.2,0.1,1011.9,987.7,52.0,18.0,12.0,96,0.23,4.8,8.3,297.0,288.0,8.709016391021148,24.5,25.9,25.5,25.4,0.282,0.273,0.257,0.322,0,0,0,0.0,0,0.0,0,0.0,2022-01-01T22:00
93.0,21.4,26.6,0.1,1011.6,987.4,83.0,35.984474371677294,32.26172953709657,94,0.2,4.4,7.6,279.0,289.0,7.2,24.2,25.7,25.5,25.4,0.281,0.273,0.257,0.322,0,0,0,0.0,0,0.0,0,0.0,2022-01-01T23:00
89.0,21.3,26.7,-0.00541325873895343,1011.1,987.0,40.0,2.7253818315897007,20.0,92,0.3,6.4,13.5,313.0,314.0,10.1,23.9,25.6,25.5,25.4,0.281,0.273,0.257,0.322,0,0,0,0.0,0,0.0,0,0.0,2022-01-02T00:00
89.0,21.2,26.7,0.0,1010.5,986.4,72.0,33.0,33.0,75,0.31299719224462874,6.1,14.1,298.0,308.0,13.0,23.7,25.4,25.5,25.4,0.28,0.273,0.256,0.322,0,0,0,0.0,0,-0.859156461025691,0,0.0,2022-01-02T01:00
89.0,21.1,26.5,0.0,1010.1,986.0,47.0,3.2135416043185394,30.0,90,0.31,6.6,13.8,299.0,311.0,12.2,23.4,25.3,25.5,25.4,0.278,0.274,0.256,0.322,0,0,0,0.0,0,-2.227792855762459,0,0.0,2022-01-02T02:00
92.0,20.7,25.6,0.0,1009.9,985.7,43.39019782709002,1.0,19.0,100,0.22,5.2,12.7,304.0,315.0,11.5,23.1,25.1,25.5,25.4,0.277,0.274,0.256,0.322,0,0,0,0.0,0,0.0,0,0.09477640814748156,2022-01-02T03:00
90.0,20.4,25.3,0.0,1010.0,985.8,41.16420851340193,2.0,15.0,100,0.27,6.8,14.6,302.0,310.0,11.2,22.9,24.9,25.5,25.4,0.276,0.274,0.256,0.322,0,0,0,0.0,0,0.0,0,0.0,2022-01-02T04:00
88.0,20.2,25.2,0.0,1010.2,986.0,37.0,1.0,9.561243457563235,100,0.32743503287331344,6.6,15.0,311.0,316.0,13.0,22.7,24.8,25.5,25.4,0.275,0.274,0.256,0.322,0,0,0,0.0,0,0.0,0,0.0,2022-01-02T05:00
87.0,20.4,25.5,0.0,1010.8,986.6,49.0,12.0,13.0,100,0.357003072652514,7.9,15.3,313.0,315.0,13.0,22.6,24.6,25.5,25.4,0.274,0.273,0.255,0.322,13,1,12,10.2,13,76.5,1,0.0,2022-01-02T06:00
84.0,21.7,28.2,0.0,1011.2,987.2,31.0,0.0,2.0,100,0.48,7.1,11.8,300.0,310.0,13.0,23.8,24.5,25.5,25.4,0.271,0.272,0.255,0.322,146,68,78,283.1,146,339.8,1,3600.0,2022-01-02T07:00
80.0,22.0,29.7,0.0,1011.6,987.7,32.0,2.0,1.0,100,0.67,6.3,8.1,283.0,287.80330907411104,14.647275810784508,25.0,24.5,25.5,25.4,0.27,0.272,0.255,0.322,353,186,167,400.7,353,656.7,1,3600.0,2022-01-02T08:00
78.0,22.2,30.1,0.0,1011.9,988.0,64.0,26.0,18.0,100,0.76,9.4,11.9,272.0,275.0,20.5,26.1,24.6,25.4,25.4,0.268,0.271,0.254,0.322,514,255,259,386.3,514,933.8,1,3593.5987361095813,2022-01-02T09:00
76.0,22.4,31.1,0.4,1011.5,987.7,67.0,25.0,24.0,100,0.87,10.0,12.4,257.0,260.6570005725467,25.647550524258733,27.1,24.8,25.4,25.4,0.269,0.27,0.254,0.322,622,280,342,343.7,622,1152.5,1,3600.0,2022-01-02T10:00
79.0,23.9,33.8,0.2,1010.9,987.1,50.0,9.940583982587949,18.0,100,0.77,9.6,12.0,236.0,237.72258412365503,25.2,28.2,25.1,25.4,25.4,0.267,0.27,0.253,0.322,782,494,288,538.5,782,1290.7195332838824,1,3600.0,2022-01-02T11:00
81.25224592100432,23.4,32.6,0.6355777277990745,1010.4,986.6,67.0,19.0,33.0,100,0.68,11.4,14.7,246.0,248.0,27.4,28.9,25.4,25.4,25.4,0.265,0.268,0.253,0.321,827,600,227,624.3,827,1359.4,1,3596.040814048085,2022-01-02T12:00
81.0,24.0,32.9,0.0,1009.7,985.9466057389351,100.0,100.0,13.0,100,0.71,10.3,13.0,233.73122387130945,236.0,26.54276254161821,29.2,25.7,25.4,25.4,0.262,0.267,0.252,0.321,677,378,299,400.9,677,1333.7,1,3600.0,2022-01-02T13:00
81.0,23.1,31.0,0.1,1009.2,985.4,100.0,87.0,71.0,100,0.68,13.0,16.7,246.0,245.0,31.036869533763415,29.3,26.0,25.4,25.4,0.26,0.266,0.252,0.321,667,390,277,451.4,667,1222.1,1,3600.0,2022-01-02T14:00
82.0,23.4,31.1,0.0,1008.7,984.9084414874607,76.9270155383324,35.0,23.0,100,0.65,9.7,12.2,239.0,242.0,24.67792258069183,29.0,26.2,25.4,25.4,0.258,0.265,0.252,0.321,517,312,205,427.5,517,1032.3,1,3600.0,2022-01-02T15:00
86.0,23.2,30.2,0.2,1008.8,984.9,100.0,88.57556153704658,26.77195940887419,100,0.46,7.8,10.0,257.0,255.0,26.6,28.4,26.4,25.5,25.4,0.259,0.265,0.251,0.321,349,167,182,303.9,349,777.2,1,3600.0,2022-01-02T16:00
89.0,23.1,29.4,0.0,1009.1,985.2,101.53012632408112,95.0,13.0,100,0.36,8.2,10.8,240.39455192939909,233.0,20.2,27.6,26.5,25.5,25.4,0.258,0.264,0.2514109533817912,0.321,184,69,115,205.8,184,474.2,1,3600.0,2022-01-02T17:00
91.0,22.4,28.3,0.2435034530217703,1010.0,986.0,100.0,79.70257978067767,36.0,100,0.27,5.5,10.5,293.0,274.0,18.7,26.5,26.5,25.5,25.4,0.26,0.264,0.251,0.321,39,7,32,47.7,39,146.0,0,1.2979860143816495,2022-01-02T18:00
92.0,22.4,28.2,0.1,1010.1,986.0460570541401,57.0,24.525087218286544,7.0,100,0.24,5.0,8.5,291.0,282.0,9.7,27.2,26.3,25.5,25.4,0.257,0.267,0.251,0.321,0,0,0,0.0,0,0.0,0,0.0,2022-01-02T19:00
91.0,22.4,28.4,0.0,1011.1,987.0,100.0,100.0,9.0,100,0.26,4.752116448578109,7.1,297.0,294.0,7.6,26.1,26.3,25.5,25.4,0.257,0.267,0.25,0.321,0,0,0,0.0,0,0.0,0,0.05141787518869023,2022-01-02T20:00
90.0,22.2,28.3,0.1,1011.5,987.4,100.0,100.0,15.86824678897777,100,0.2975874989068894,5.4,9.0,307.0,299.0,8.6,25.4,26.2,25.5,25.4,0.258,0.267,0.25,0.321,0,0,0,0.0,0,0.0,0,0.0,2022-01-02T21:00
90.0,22.1,27.8,0.1,1011.7,987.6,99.55482370817805,100.0,4.0,100,0.3,7.1,11.4,311.0,294.0,11.9,25.0,26.1,25.5,25.4,0.258,0.266,0.25,0.321,0,0,0,0.0,0,0.0,0,0.0,2022-01-02T22:00
90.0,22.0,27.3,0.1,1011.6,987.5,90.0,64.0,4.0,99,0.28,8.7,13.5,318.0,304.0,14.0,24.6,26.0,25.5,25.4,0.258,0.266,0.25,0.321,0,0,0,0.0,0,0.0,0,0.0,2022-01-02T23:00
91.0,21.7,26.5,0.1,1011.0,986.9,100.0,89.0,7.0,100,0.25,10.6,16.3,325.0,319.0,17.3,24.3,25.9,25.5,25.4,0.259,0.266,0.249,0.321,0,0,0,0.0,0,0.0,0,0.0,2022-01-03T00:00
91.26928283505757,21.7,26.1,0.0,1010.6,986.5,100.0,99.0,3.0,100,0.25,12.4,19.0,330.0,323.0,20.799975603804707,24.1,25.7,25.5,25.4,0.259,0.266,0.249,0.321,0,0,0,0.0,0,0.0,0,0.0,2022-01-03T01:00
91.0,21.5,25.8,0.0,1010.0,985.9,82.0,53.0,7.0,100,0.26,13.2,21.5,331.0,317.9876801690803,23.186443731831094,23.9,25.6,25.5,25.4,0.258,0.266,0.249,0.321,0,0,0,0.0,0,0.0,0,0.0,2022-01-03T02:00
90.0,21.5,26.0,0.0,1010.1,986.0,52.0,19.0,8.0,100,0.27,12.473303541079895,20.0,328.0,321.0,22.0,23.8,25.4,25.5,25.4,0.258,0.265,0.249,0.321,0,0,0,0.0,0,0.0,0,0.0,2022-01-03T03:00
90.0,21.3,25.6,0.07921236321121289,1010.0,985.9,46.0,18.165727967484713,2.0,100,0.28078455818858244,12.7,21.0,331.0,325.0,22.0,23.6,25.3,25.5,25.4,0.258,0.265,0.248,0.321,0,0,0,0.0,0,0.0,0,0.0,2022-01-03T04:00
89.0,21.0,25.8,0.0,1010.4,986.3,54.382748601403456,17.0,13.679331732360327,100,0.3,10.193148606126783,17.4,325.0,322.0,21.2,23.5,25.1,25.5,25.4,0.258,0.265,0.248,0.321,0,0,0,0.0,0,0.0,0,0.0,2022-01-03T05:00
89.0,21.0,25.9,0.0,1011.0,986.8610743990897,45.0,15.176758091859165,0.0,100,0.31,9.5,15.7,331.0,328.0,16.6,23.3,25.0,25.5,25.4,0.257,0.265,0.248,0.321,13,1,12,10.3,13,75.2,1,0.0,2022-01-03T06:00
86.0,21.7,27.4,0.0,1011.6,987.5,38.0,8.0,2.0,100,0.42232528998265023,9.935417437333726,15.3,321.4453014698646,317.0,18.0,24.4,24.9,25.5,25.4,0.253,0.261,0.247,0.32,128,28,100,117.4,128,337.3,1,1722.54,2022-01-03T07:00
81.0,21.7,28.6,0.06438478081596694,1012.3,988.3,45.76010930552094,11.0,4.0,100,0.61,9.29205553733873,12.5,318.0,316.0,20.23096824356109,25.0,24.9,25.5,25.4,0.253,0.261,0.247,0.32,291,85,206,183.7,291,654.6,1,3600.0,2022-01-03T08:00
77.0,21.8,29.8,0.0,1012.6,988.7,42.0,13.0,0.0,100,0.77,7.6,9.8,278.0,278.0,19.8,25.9,25.0,25.5,25.4,0.251,0.26,0.247,0.32,420,123,297,186.6,420,932.3,1,3600.0,2022-01-03T09:00
74.0,21.8,30.4,-0.016758113354974735,1011.8,987.9,38.0,9.0,0.0,100,0.92,8.4,10.6,250.0,252.0,20.2,26.8,25.1,25.5,25.4,0.249,0.259,0.246,0.32,545,171,374,210.1,545,1151.6,1,3600.0,2022-01-03T10:00
69.0,21.6,32.1,0.0,1011.1,987.3,36.0,7.0,0.0,100,1.15,10.0,12.6,244.0,246.0,23.0,27.9,25.3,25.5,25.4,0.246,0.258,0.246,0.32,737,318,419,346.7,737,1297.4,1,3600.0,2022-01-03T11:00
66.0,21.4,33.0,0.016847540514841552,1010.4,986.7,33.0,4.131037361075084,0.0,100,1.31,10.3,12.8,245.0,248.0,23.8,28.7,25.6,25.5,25.4,0.243,0.257,0.245,0.32,804,394,410,409.9,804,1359.9,1,3600.0,2022-01-03T12:00
64.0,21.0,32.8,0.0,1009.9,986.2395367685324,52.09758631332896,16.00637299039931,12.307823419722842,100,1.42,11.2,14.2,237.0,240.0,24.8,29.2,25.8,25.5,25.4,0.24,0.255,0.245,0.32,797,333,464,352.9,797,1334.8,1,3600.0,2022-01-03T13:00
64.0,21.0,32.6,0.0438829459044795,1009.3,985.6,45.87486433579089,13.421243263369679,7.0,100,1.38,13.0,16.7,236.0,237.0,27.983119617846285,29.6,26.1,25.5,25.4,0.237,0.254,0.244,0.32,849,618,231,714.4,849,1223.7,1,3600.0,2022-01-03T14:00
67.0,21.1,31.0,0.0,1009.0,985.2920462567989,54.0,21.0,8.938552738678023,100,1.2380488527625424,12.8,16.7,232.0,236.64459550298997,28.1,29.5,26.4,25.5,25.4,0.234,0.253,0.244,0.32,678,471,207,644.2,678,1034.3,1,3600.0,2022-01-03T15:00
69.0,21.0,29.9,0.0,1009.0,985.2,43.0,12.0,4.0,100,1.11,10.9,14.5,236.0,239.30176602679387,24.026287334549963,29.0,26.6,25.5,25.4,0.233,0.252,0.243,0.32,488,349,139,633.4,488,779.5,1,3600.0,2022-01-03T16:00
75.0,21.6,30.2,0.0,1009.5,985.7,41.00260429478473,9.171849720781214,5.0,100,0.86,6.3,10.3,246.0,241.0,17.859075385842075,28.1,26.7,25.5,25.4,0.232,0.251,0.243,0.32,249,154,95,457.1,249,476.5,1,3600.0,2022-01-03T17:00
76.0,21.1,29.5,0.0,1010.2,986.3,44.82492785424829,12.0,6.0,100,0.79,4.4,6.6,261.0,248.0,11.5,26.9,26.7,25.5,25.4,0.232,0.251,0.243,0.32,54,24,30,162.6,54,147.2,0,1936.12,2022-01-03T18:00
85.0,21.0,27.3,0.0,1010.6,986.5,34.622739719189745,5.0,2.0,100,0.43,5.082425146137002,6.1,330.0,273.0,5.4,27.3,26.7,25.5,25.4,0.229,0.254,0.243,0.32,0,0,0,0.0,0,0.0,0,0.0,2022-01-03T19:00
85.0,20.8,26.8,0.0,1011.2,987.1,31.725234930647918,1.5527233280104156,0.0,100,0.43,6.038690060639298,8.7,335.0,318.0,8.3,26.0,26.6,25.5,25.4,0.229,0.254,0.243,0.32,0,0,0,0.0,0,0.0,0,0.0,2022-01-03T20:00
81.64383381140154,20.2,26.5,-0.05657367628588317,1011.4,987.3,40.120899182958254,11.0,0.0,98,0.53,6.8,11.4,342.0,332.0,12.695188884270248,25.1,26.5,25.5,25.4,0.23,0.253,0.24446942893733625,0.32,0,0,0,0.0,0,-2.8608664835309128,0,0.0,2022-01-03T21:00
80.0,19.6,25.9,0.0,1011.9,987.8,31.0,2.0,0.0,96,0.58,7.5,11.5,340.635462042888,321.0,12.6,24.6,26.3,25.5,25.4,0.23,0.253,0.242,0.32,0,0,0,0.0,0,-2.5718962367968174,0,0.0,2022-01-03T22:00
81.0,19.0,24.8,0.0,1012.0,987.8,35.0,6.0,0.0,100,0.52,7.5,12.3,343.0,322.0,13.3,24.1,26.2,25.5,25.4,0.23,0.253,0.242,0.32,0,0,0,0.0,0,0.0,0,0.0,2022-01-03T23:00
81.0,18.9,24.4,-0.04085849226111554,1011.7,987.5,51.64513152154494,15.0,11.404237851306195,100,0.51,8.480821460155253,13.3,339.0,322.0,15.870529883753518,23.8,26.0,25.5,25.4,0.231,0.252,0.242,0.32,0,0,0,0.0,0,0.0,0,0.0,2022-01-04T00:00
83.0,18.9,23.9,0.0,1011.2,987.0,50.36420563987974,22.0,3.0,100,0.44697773791030054,8.9,13.8,333.0,317.0,16.138668997254932,23.5,25.8,25.5,25.4,0.231,0.252,0.242,0.319,0,0,0,0.0,0,0.0,0,0.0,2022-01-04T01:00
85.0,19.0,23.7,0.0,1010.9,986.7,46.0,15.524610302492784,3.0,100,0.4,9.2,13.0,334.0,318.0,16.020708691661874,23.3,25.6,25.5,25.4,0.231,0.252,0.241,0.319,0,0,0,0.0,0,0.0,0,0.0,2022-01-04T02:00
87.0,19.1,24.0,0.0,1010.9,986.6,58.0,28.0,4.070078086349245,100,0.33,5.9,9.7,322.0,301.0,15.1,23.1,25.4,25.5,25.4,0.231,0.252,0.241,0.319,0,0,0,0.0,0,1.9920081413259254,0,0.0,2022-01-04T03:00
90.0,19.1,23.4,0.0,1011.1,986.8,44.0,11.0,5.944470618697945,100,0.25,5.4,6.8,312.0,295.0,9.7,22.8,25.2,25.5,25.4,0.232,0.251,0.241,0.319,0,0,0,0.0,0,0.0,0,0.0,2022-01-04T04:00
87.0,19.0,23.6,0.0,1011.4,987.1,43.0,10.0,6.0,100,0.33,6.883205907893207,10.5,332.0,308.8572774387946,11.569880924189809,22.5,25.0,25.5,25.4,0.232,0.251,0.24,0.319,0,0,0,0.0,0,0.0,0,0.0,2022-01-04T05:00
85.0,19.5,24.2,0.0,1011.8,987.6,38.0,8.0,1.0,100,0.39,9.885344266141406,15.1,338.0,327.0,17.3,22.6,24.8,25.5,25.4,0.232,0.251,0.24,0.319,15,4,11,41.8,15,73.8,1,0.0,2022-01-04T06:00
82.0,21.2,28.1,0.0,1012.1,988.1,34.0,4.0,1.0,100,0.57,6.8,9.5,335.0,331.0,18.4,23.5,24.7,25.5,25.4,0.231,0.249,0.24,0.319,165,87,78,367.5,165,353.4949425216299,1,3600.0,2022-01-04T07:00
74.0,21.4,30.2,-0.039233311225523315,1012.9,989.0,33.0,3.0,0.0,100,0.88,4.977143803060287,6.2,297.0,306.0,13.145662463365255,24.9,24.7,25.5,25.4,0.23,0.249,0.24,0.319,368,202,166,437.9,368,652.6,1,3600.0,2022-01-04T08:00
71.0,21.5,31.4,-0.029488709883428776,1012.9,989.0,43.0,11.803673017509492,1.0,100,1.03,4.5,5.2,241.0,245.0,14.8,26.5,24.8,25.5,25.4,0.228,0.248,0.24,0.319,575,347,228,527.3,575,930.8,1,3600.98863252705,2022-01-04T09:00
69.0,21.5,32.5,0.0,1012.6,988.8,46.0,10.475365805316272,8.838262707204862,100,1.15,5.4,6.6,228.0,231.25506751877367,16.9,27.7,25.0,25.5,25.4,0.226,0.247,0.239,0.319,700,430,270,528.6,700,1150.7,1,3600.0,2022-01-04T10:00
67.0,21.5,33.9,0.0,1012.1,988.3,41.0,7.0,8.0,100,1.27,5.9,7.1,220.04077175823622,221.0,18.0,28.8,25.3,25.5,25.4,0.224,0.245,0.239,0.319,838,572,266,623.8,838,1297.2,1,3600.0,2022-01-04T11:00
66.0,21.7,34.0,0.0,1011.3,987.6,43.0,9.0,8.0,100,1.31,7.8,9.3,214.0,216.0,20.2,29.6,25.6,25.5,25.4,0.221,0.244,0.24119499723905907,0.319,851,660,191,686.3,851,1360.4,1,3600.0,2022-01-04T12:00
65.0,21.6,34.2,0.0,1010.5,986.8,45.0,8.0,13.0,100,1.37,9.5,11.6,209.0,210.0,22.986047353863412,30.1,25.9,25.5,25.4,0.219,0.242,0.237,0.319,900,647,253,685.1,900,1335.9,1,3600.0,2022-01-04T13:00
67.0,21.7,32.9,0.08217932707342918,1009.7,986.0,50.0,15.0,10.0,100,1.29,11.3,14.2,211.0,210.0,25.331653151603835,30.2,26.3,25.5,25.4,0.216,0.241,0.237,0.319,779,594,185,685.7,779,1225.3,1,3600.0,2022-01-04T14:00
70.0,21.8,31.1,0.1,1009.3,985.6,51.0,15.0,13.0,100,1.1,11.3,14.7,211.0,211.0,25.9,29.8,26.5,25.5,25.4,0.215,0.239,0.236,0.319,603,475,128,648.4,603,941.4163971264041,1,3600.0,2022-01-04T15:00
71.0,21.5,30.3,0.0,1009.1,985.3,45.56489342117726,12.0,10.0,100,1.02,10.6,14.0,202.84234460726327,198.0,24.8,29.2,26.7,25.5,25.4,0.214,0.239,0.236,0.319,441,299,142,541.1,441,781.7,1,3600.0,2022-01-04T16:00
77.0,21.9,30.0,0.0,1009.6,985.7,59.366091281307845,15.0,25.0,100,0.78,7.9,12.6,196.0,193.0,22.3,28.2,26.9,25.5,25.4,0.213,0.238,0.236,0.319,200,89,111,262.9,200,478.8,1,3600.0,2022-01-04T17:00
88.69573208485221,22.6,29.0,0.10643778079126293,1010.4,986.4,62.01890852873803,31.862021339314598,6.0,100,0.35,6.2,8.4,234.0,220.0,14.4,27.2,26.9,25.5,25.4,0.214,0.238,0.24093497115273466,0.318,50,15,35,101.1,50,148.3,0,783.02,2022-01-04T18:00
78.0,21.4,29.7,0.0,1010.8,986.8652813818213,49.65845872100368,18.0,6.0,100,0.73,3.3,5.1,319.0,225.0,7.2,27.6,26.8,25.5,25.4,0.216,0.239,0.234,0.318,0,0,0,0.0,0,1.888607040769216,0,0.0,2022-01-04T19:00
84.0,21.6,28.9,0.0,1011.3,987.3,50.58520375391091,17.0,8.456695652859818,100,0.5,2.337145676500589,1.8,360.0,217.0,4.3,26.5,26.8,25.6,25.4,0.216,0.239,0.234,0.318,0,0,0,0.0,0,0.0,0,0.0,2022-01-04T20:00
86.23427444857313,21.4,27.8,-0.0066223455493208405,1011.5,987.4,45.0,17.0,2.3693128396350893,100,0.4,4.6,3.5,342.0,294.04778506460144,5.0,25.7,26.7,25.6,25.4,0.217,0.239,0.2331775471511635,0.318,0,0,0,0.0,0,0.0,0,0.0,2022-01-04T21:00
