relative_humidity_2m_(%),dew_point_2m_(EEC),apparent_temperature_(EEC),precipitation_(mm),pressure_msl_(hPa),surface_pressure_(hPa),cloud_cover_(%),cloud_cover_low_(%),cloud_cover_mid_(%),cloud_cover_high_(%),vapour_pressure_deficit_(kPa),wind_speed_10m_(km_h),wind_speed_100m_(km_h),wind_direction_10m_(EE),wind_direction_100m_(EE),wind_gusts_10m_(km_h),soil_temperature_0_to_7cm_(EEC),soil_temperature_7_to_28cm_(EEC),soil_temperature_28_to_100cm_(EEC),soil_temperature_100_to_255cm_(EEC),soil_moisture_0_to_7cm_(m?_m?),soil_moisture_7_to_28cm_(m?_m?),soil_moisture_28_to_100cm_(m?_m?),soil_moisture_100_to_255cm_(m?_m?),shortwave_radiation_(W_m?),direct_radiation_(W_m?),diffuse_radiation_(W_m?),direct_normal_irradiance_(W_m?),global_tilted_irradiance_(W_m?),terrestrial_radiation_(W_m?),is_day_(),sunshine_duration_(s),time
88.0,21.1,27.7,1.2,1010.9,986.8,78.0,46.6,57.0,95.0,0.49,5.1,7.9,315.0,313.0,9.0,24.3,24.7,25.6,25.4,0.275,0.282,0.255,0.288,62.0,4.0,58.0,20.8,62.0,261.0,1.0,0.0,2022-02-15T07:00
77.0,21.0,28.9,0.0,1011.6,987.6,100.0,48.0,56.0,91.0,0.75,5.9,7.6,292.4,289.0,14.4,25.1,24.7,25.6,25.4,0.273,0.281,0.255,0.288,287.0,145.0,142.0,339.7,287.0,598.7,1.0,3600.0,2022-02-15T08:00
83.0,21.5,28.3,2.3,1012.3,988.3,74.2,15.2,100.0,97.0,0.41600000000000004,6.34,7.6,242.0,245.0,19.1,25.5,24.8,25.6,25.4,0.295,0.281,0.255,0.288,311.0,131.0,180.0,204.5,311.0,898.5,1.0,3600.0,2022-02-15T09:00
88.0,21.9,28.1,1.3,1012.0,987.9,100.0,81.0,56.4,98.0,0.35,5.3,6.8,242.0,245.0,20.940000000000005,25.2,24.9,25.6,25.4,0.305,0.282,0.255,0.288,200.0,3.0,197.0,3.7,200.0,1139.9,1.0,0.0,2022-02-15T10:00
85.0,22.1,28.6,0.3,1011.4,987.4,100.0,73.0,100.0,100.0,0.45,7.2,8.9,242.4,249.0,18.7,25.7,24.9,25.6,25.4,0.302,0.283,0.255,0.288,370.0,49.0,321.0,52.6,370.0,1306.4,1.0,65.058,2022-02-15T11:00
86.0,22.6,29.3,1.3,1010.8,986.8,100.0,100.0,100.0,100.0,0.45,8.2,9.8,229.0,234.0,22.0,26.2,25.0,25.6,25.4,0.3,0.284,0.2778,0.288,382.0,88.0,294.0,89.0,382.0,1386.8,1.0,870.07,2022-02-15T12:00
92.0,22.1,27.1,6.460000000000001,1010.2,986.1,100.0,75.0,100.0,100.0,0.24,7.92,14.0,195.0,198.0,27.4,25.6,25.1,25.6,25.4,0.329,0.286,0.255,0.288,204.0,7.0,197.0,7.1,204.0,1375.4,1.0,0.0,2022-02-15T13:00
94.0,22.3,27.7,1.3199999999999998,1009.2,985.1,100.0,42.0,95.0,100.0,0.16,5.459999999999999,6.0,288.0,287.0,20.2,25.0,25.1,25.6,25.4,0.327,0.29,0.255,0.288,101.0,0.0,101.0,0.0,101.0,1273.1,1.0,0.0,2022-02-15T14:00
92.0,22.4,28.0,0.9,1008.7,984.7,100.0,52.4,100.0,100.0,0.22,6.3,8.0,257.0,265.0,14.0,25.0,25.1,25.6,25.4,0.325,0.293,0.256,0.288,171.0,2.0,169.0,2.6,171.0,1086.8,1.0,0.0,2022-02-15T15:00
93.0,22.2,27.6,1.4,1008.3,984.3,100.0,100.0,100.0,100.0,0.2,4.279999999999999,8.1,249.0,271.2,16.2,24.6,25.1,25.6,25.4,0.33,0.297,0.256,0.288,68.0,0.0,68.0,0.0,68.0,829.3,1.0,0.0,2022-02-15T16:00
97.0,22.3,27.0,0.7,1008.4,984.3,100.0,93.0,83.0,100.0,0.08,5.159999999999999,10.2,265.8,252.0,14.4,24.2,25.1,25.6,25.4,0.326,0.3,0.256,0.288,44.0,0.0,44.0,0.0,44.0,518.0,1.0,0.0,2022-02-15T17:00
97.0,22.2,27.0,0.45999999999999996,1008.9,984.8,100.0,100.0,100.0,100.0,0.09,5.5,9.1,293.0,288.0,12.6,23.8,25.0,25.6,25.4,0.32,0.301,0.2844,0.288,16.0,0.0,16.0,0.0,16.0,96.6,1.0,0.0,2022-02-15T18:00
95.0,22.6,28.2,0.1,1009.4,985.3,100.0,100.0,100.0,100.0,0.23000000000000004,3.2,8.4,270.0,280.0,9.4,25.3,25.2,25.6,25.4,0.298,0.292,0.254,0.288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-02-15T19:00
92.0,22.5,28.4,0.0,1010.2,986.1,80.2,35.0,100.0,100.0,0.22,4.9,9.4,306.0,302.0,8.3,24.7,25.2,25.6,25.4,0.296,0.292,0.254,0.288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-02-15T20:00
91.0,22.2,28.0,0.1,1010.6,986.5,100.0,22.0,100.0,100.0,0.24000000000000005,5.7,10.3,325.0,324.0,9.4,24.3,25.1,25.5,25.4,0.294,0.291,0.254,0.288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-02-15T21:00
90.0,22.0,27.8,0.1,1010.6,986.5,73.0,24.8,100.0,97.0,0.274,5.9,10.8,313.0,307.0,9.7,23.9,25.1,25.5,25.4,0.293,0.291,0.254,0.288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-02-15T22:00
90.0,22.0,27.7,0.06,1010.2,986.1,86.0,15.0,70.0,100.0,0.29,6.2,11.7,306.0,304.0,9.2,23.7,25.0,25.5,25.4,0.292,0.291,0.255,0.288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-02-15T23:00
93.0,22.0,27.4,0.0,1009.7,985.6,74.8,27.8,45.0,97.0,0.2,4.7,9.9,270.0,241.2,9.3,23.5,24.9,25.5,25.4,0.29,0.291,0.255,0.288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-02-16T00:00
98.0,21.8,26.8,1.4,1009.3,985.1,89.8,98.0,61.0,83.0,0.06,1.5,4.0,225.0,270.0,9.620000000000001,23.3,24.8,25.5,25.4,0.306,0.291,0.255,0.288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-02-16T01:00
96.0,21.5,26.1,0.13999999999999999,1008.4,984.3,95.0,62.0,27.0,77.0,0.1,4.9,8.4,306.0,295.0,12.2,23.1,24.6,25.5,25.4,0.306,0.291,0.255,0.288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-02-16T02:00
96.0,21.2,25.7,0.13999999999999999,1008.1,983.9,100.0,100.0,21.0,89.0,0.1,4.3,6.5,318.0,304.0,11.5,22.9,24.5,25.5,25.4,0.302,0.292,0.255,0.288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-02-16T03:00
96.0,21.3,26.0,0.0,1008.2,984.0,100.0,100.0,35.0,52.0,0.11,3.7,7.3,281.0,281.0,6.8,22.7,24.4,25.5,25.4,0.299,0.292,0.255,0.288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-02-16T04:00
97.0,21.4,26.1,0.0,1008.5,985.7199999999999,100.0,79.0,66.2,95.0,0.08,3.1,7.0,291.0,291.0,6.8,22.7,24.3,25.5,25.4,0.297,0.292,0.255,0.288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-02-16T05:00
96.0,21.2,25.9,0.0,1008.9,984.7,38.0,21.0,3.0,56.0,0.11,3.6,6.6,315.0,315.0,6.8,22.6,24.2,25.5,25.4,0.294,0.292,0.256,0.288,2.0,0.0,2.0,0.0,2.0,13.440000000000001,1.0,0.0,2022-02-16T06:00
90.0,22.2,28.5,0.0,1009.4,985.4,27.0,22.0,6.0,12.0,0.3,3.3,4.0,257.0,280.0,9.4,23.9,24.2,25.5,25.4,0.29,0.293,0.256,0.288,111.0,47.0,64.0,244.9,111.0,260.4,1.0,3280.0619999999994,2022-02-16T07:00
85.0,22.5,29.8,0.0,1009.5,985.6,45.0,50.0,0.0,0.0,0.47,4.2,4.6,200.0,198.0,13.7,25.1,24.3,25.5,25.4,0.288,0.292,0.256,0.288,347.0,243.0,104.0,569.3,347.0,598.4,1.0,3600.0,2022-02-16T08:00
82.0,22.8,30.8,0.1,1009.2,985.4,34.0,27.8,4.0,1.0,0.62,5.2,5.9,168.0,166.0,16.2,26.3,24.4,25.5,25.4,0.287,0.291,0.256,0.288,510.0,318.0,192.0,496.3,510.0,898.4,1.0,3600.0,2022-02-16T09:00
76.0,22.8,32.7,0.18,1008.5,984.8,29.0,28.0,13.2,0.0,0.88,7.6,9.0,155.0,167.4,19.8,27.5,24.7,25.4,25.4,0.286,0.29,0.256,0.288,718.0,577.0,141.0,709.6,718.0,1140.0,1.0,3600.0,2022-02-16T10:00
78.0,23.7,34.2,0.4,1007.7,987.2599999999999,49.0,37.0,12.2,5.0,0.83,9.9,12.6,170.0,167.0,25.2,28.5,25.0,25.4,25.4,0.285,0.289,0.256,0.288,846.0,633.0,213.0,679.2,846.0,1306.6,1.0,3600.0,2022-02-16T11:00
79.0,24.2,35.3,0.72,1007.2,983.6,100.0,100.0,10.0,80.0,0.944,8.7,10.5,173.0,227.2,26.6,29.4,25.3,25.4,25.4,0.283,0.287,0.256,0.288,897.0,684.0,213.0,691.4,897.0,1386.9,1.0,3600.0,2022-02-16T12:00
78.0,24.1,34.3,0.2,1006.2,982.6,100.0,100.0,13.0,88.0,0.84,6.2,7.2,187.0,183.0,24.5,29.5,25.7,25.4,25.4,0.281,0.286,0.256,0.288,678.0,298.0,380.0,303.7,678.0,1375.5,1.0,3600.0,2022-02-16T13:00
86.0,23.2,29.8,4.3,1005.6,981.8,100.0,100.0,25.0,99.0,0.46,11.8,13.7,174.0,175.0,23.4,28.8,26.0,25.4,25.4,0.329,0.286,0.256,0.288,404.0,52.0,352.0,57.3,404.0,1276.8,1.0,0.0,2022-02-16T14:00
88.0,22.5,28.9,2.6,1005.3,981.4,90.0,57.4,11.0,100.0,0.38,5.9799999999999995,8.6,16.0,22.0,24.1,27.1,26.1,25.5,25.4,0.338,0.293,0.256,0.288,174.0,0.0,174.0,0.0,174.0,1086.5,1.0,0.0,2022-02-16T15:00
84.8,22.2,29.0,2.3,1005.4,981.6,72.6,34.0,41.0,100.0,0.51,7.9,10.2,3.0,167.6,17.6,26.7,26.2,25.5,25.4,0.343,0.3,0.256,0.288,310.0,88.0,222.0,148.9,310.0,828.6,1.0,2666.43,2022-02-16T16:00
88.0,22.6,29.0,2.58,1005.7,981.8,100.0,100.0,100.0,100.0,0.36,6.3,10.8,77.0,75.0,15.8,25.9,26.2,25.5,25.4,0.343,0.307,0.256,0.288,77.0,0.0,77.0,0.0,77.0,517.0,1.0,0.0,2022-02-16T17:00
94.0,23.3,29.7,0.2,1006.3,982.4,63.4,51.0,7.0,100.0,0.19,1.8,6.5,79.0,87.0,10.8,25.3,26.1,25.5,25.4,0.33,0.31,0.256,0.288,14.0,0.0,14.0,0.0,14.0,172.9,1.0,0.0,2022-02-16T18:00
94.0,22.8,28.9,1.0,1006.8,982.8,66.6,21.2,29.0,100.0,0.18,3.6400000000000006,4.2,315.0,329.0,4.3,25.6,25.9,25.5,25.4,0.319,0.307,0.256,0.288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-02-16T19:00
96.0,22.7,28.1,0.1,1007.5,983.5,76.0,34.0,26.0,100.0,0.1,3.5799999999999996,4.7,349.0,219.4,6.1,24.9,25.8,25.5,25.4,0.314,0.307,0.257,0.288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-02-16T20:00
95.0,22.2,27.3,0.04,1008.2,985.9399999999999,50.8,9.8,7.0,100.0,0.13,4.7,4.1,356.0,15.0,6.1,24.3,25.7,25.5,25.4,0.31,0.307,0.26580000000000004,0.288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-02-16T21:00
95.0,22.4,27.8,0.0,1008.5,984.4,45.0,13.0,5.0,100.0,0.14,3.9,6.8,326.0,302.0,8.1,24.0,25.6,25.5,25.4,0.306,0.306,0.257,0.288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-02-16T22:00
94.0,22.0,27.3,0.0,1008.4,984.3,37.0,5.0,4.0,100.0,0.24000000000000005,4.5,7.4,331.0,299.0,6.5,23.8,25.4,25.5,25.4,0.304,0.306,0.258,0.287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-02-16T23:00
90.0,21.7,27.8,0.0,1008.0,984.0,48.0,16.0,7.0,97.0,0.21000000000000002,4.279999999999999,4.4,319.0,279.0,6.8,23.5,25.3,25.5,25.4,0.301,0.305,0.258,0.287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-02-17T00:00
93.2,21.1,25.8,0.0,1007.4,983.3,59.0,26.0,39.4,100.0,0.16,5.0,4.7,330.0,302.0,6.5,23.2,25.1,25.5,25.4,0.299,0.304,0.2732,0.287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-02-17T01:00
96.0,21.3,25.9,0.02,1007.0,982.9,50.6,24.0,11.0,55.0,0.21000000000000002,5.0,4.8,270.0,243.0,9.780000000000001,22.8,24.9,25.5,25.4,0.298,0.303,0.259,0.287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-02-17T02:00
98.0,21.5,26.0,0.0,1006.6,982.5,37.0,5.0,2.8,75.0,0.06,3.3,5.2,311.0,286.0,6.1,22.6,24.8,25.5,25.4,0.297,0.303,0.259,0.287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-02-17T03:00
96.0,21.2,25.8,0.0,1006.5,982.4,22.0,0.0,3.0,66.0,0.1,5.4799999999999995,5.6,336.0,310.0,7.6,22.6,24.6,25.4,25.4,0.295,0.302,0.259,0.287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-02-17T04:00
95.0,20.2,24.6,0.0,1007.0,982.8,36.0,5.0,9.0,87.0,0.13,3.4,1.1,18.0,342.0,6.5,22.3,24.4,25.4,25.4,0.293,0.301,0.26,0.287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-02-17T05:00
90.0,20.1,25.4,0.0,1007.7,986.24,27.0,5.2,2.0,74.0,0.26,2.6,1.8,16.0,53.0,5.8,22.1,24.3,25.4,25.4,0.292,0.3,0.26,0.287,3.0,1.0,2.0,15.1,3.0,31.7,1.0,0.0,2022-02-17T06:00
88.0,21.8,28.3,0.0,1008.1,984.1,7.0,4.8,0.0,24.0,0.35,3.1,2.7,234.0,203.0,8.6,24.5,24.3,25.4,25.4,0.294,0.302,0.262,0.287,126.0,79.0,47.0,411.8,126.0,259.9,1.0,3416.18,2022-02-17T07:00
81.2,23.1,30.4,0.0,1008.6,984.7,12.0,5.0,8.0,8.0,0.36,2.2,2.4,180.0,153.0,11.5,25.6,24.4,25.4,25.4,0.292,0.301,0.262,0.287,372.0,294.0,78.0,688.9,372.0,598.2,1.0,3600.0,2022-02-17T08:00
75.6,23.4,32.3,0.06000000000000001,1008.2,984.4,34.0,20.0,24.0,5.0,0.8760000000000001,3.6,4.6,127.0,108.0,16.6,26.9,24.6,25.4,25.4,0.29,0.3,0.262,0.287,572.0,459.0,113.0,716.0,572.0,898.4,1.0,3600.0,2022-02-17T09:00
76.0,23.6,34.2,0.1,1007.6,984.0,46.0,21.4,10.0,9.0,0.92,11.1,6.6,129.0,112.0,20.5,28.0,24.8,25.4,25.4,0.287,0.299,0.262,0.287,677.0,506.0,171.0,622.0,677.0,1140.1,1.0,3600.0,2022-02-17T10:00
73.0,23.3,34.7,0.1,1007.3,983.7,47.6,14.0,10.0,31.0,1.152,6.0,8.2,123.0,113.0,22.0,28.9,25.2,25.4,25.4,0.284,0.297,0.262,0.287,753.0,555.0,198.0,595.2,753.0,1306.8,1.0,3600.0,2022-02-17T11:00
73.0,23.3,35.3,0.1,1006.5,982.9,33.0,1.0,12.0,29.0,1.3679999999999999,6.319999999999999,5.1,90.0,82.0,19.8,29.6,25.5,25.4,25.4,0.282,0.295,0.262,0.287,787.0,595.0,192.0,601.2,787.0,1387.1,1.0,3600.0,2022-02-17T12:00
72.0,23.4,35.2,0.2,1006.0,986.1400000000001,43.0,34.4,18.8,89.0,1.14,7.7,9.4,160.8,130.0,20.9,30.1,25.9,25.4,25.4,0.279,0.293,0.262,0.287,807.0,572.0,235.0,582.8,807.0,1375.5,1.0,3600.0,2022-02-17T13:00
77.0,23.6,34.6,1.5599999999999998,1006.1,986.5200000000001,100.0,100.0,100.0,100.0,0.88,10.9,4.6,174.0,162.0,22.0,30.2,26.2,25.4,25.4,0.28,0.292,0.262,0.287,729.0,437.0,292.0,481.1,729.0,1272.8,1.0,3600.0,2022-02-17T14:00
86.0,23.3,30.7,17.2,1006.6,982.8,68.0,21.0,30.8,100.0,0.48,5.9,7.5,194.0,197.0,21.46,29.1,26.5,25.4,25.4,0.396,0.329,0.262,0.287,407.0,163.0,244.0,210.3,407.0,1086.0,1.0,3600.0,2022-02-17T15:00
90.0,23.1,29.9,3.5,1006.4,982.5,58.0,15.0,25.0,100.0,0.32,3.7,4.1,259.0,255.0,18.0,27.3,26.6,25.4,25.4,0.359,0.35,0.264,0.287,94.0,0.0,94.0,0.0,94.0,827.9,1.0,0.0,2022-02-17T16:00
92.0,23.3,29.7,0.2,1007.2,983.3,66.4,22.0,8.0,100.0,0.26,6.840000000000001,6.5,240.0,236.0,11.2,26.5,26.6,25.4,25.4,0.346,0.348,0.266,0.287,86.0,0.0,86.0,0.0,86.0,515.9,1.0,0.0,2022-02-17T17:00
90.4,23.3,29.1,0.1,1007.6,983.6,64.0,38.0,0.0,100.0,0.1,3.1,3.1,339.0,306.0,13.3,25.7,26.5,25.4,25.4,0.337,0.345,0.268,0.287,34.0,2.0,32.0,12.5,34.0,171.4,1.0,0.0,2022-02-17T18:00
94.0,23.2,29.4,0.0,1008.0,984.0,52.2,83.0,16.0,100.0,0.19,3.4,3.3,328.0,283.0,6.26,26.2,26.4,25.4,25.4,0.309,0.295,0.263,0.287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-02-17T19:00
92.0,22.8,29.1,3.1,1008.7,984.7,67.2,47.0,51.0,100.0,0.23,2.3,3.3,288.0,264.0,9.4,25.4,26.3,25.4,25.4,0.336,0.299,0.263,0.287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-02-17T20:00
95.0,23.0,28.8,0.1,1009.2,985.2,67.6,28.0,82.0,100.0,0.15,3.6,4.6,307.0,288.0,6.5,24.9,26.2,25.5,25.4,0.325,0.302,0.263,0.287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-02-17T21:00
94.0,22.6,28.2,0.1,1009.9,985.8,71.0,18.0,42.0,100.0,0.16,4.3,9.2,294.0,281.0,10.1,24.5,26.0,25.5,25.4,0.318,0.304,0.263,0.287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-02-17T22:00
93.0,22.4,28.5,0.1,1009.7,985.6,61.4,4.0,29.8,100.0,0.2,1.5,1.5,76.0,178.2,6.8,24.2,25.9,25.5,25.4,0.314,0.304,0.264,0.287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-02-17T23:00
94.0,22.3,28.4,0.1,1008.9,984.8,45.6,6.0,4.0,100.0,0.194,0.5,0.4,315.0,90.0,2.2,24.1,25.7,25.5,25.4,0.311,0.305,0.264,0.287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-02-18T00:00
96.0,22.2,27.6,0.02,1008.7,984.6,54.0,7.0,30.0,100.0,0.12,2.4,1.8,297.0,164.4,3.2,23.8,25.5,25.5,25.4,0.308,0.305,0.264,0.287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-02-18T01:00
97.0,21.8,26.8,0.0,1008.6,986.54,92.0,41.0,75.6,100.0,0.09,2.7,2.2,337.0,351.0,3.6,23.4,25.4,25.5,25.4,0.305,0.304,0.2656,0.287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-02-18T02:00
94.0,21.6,26.9,0.1,1008.2,984.1,100.0,51.0,99.0,100.0,0.184,3.72,3.8,339.0,234.0,5.4,23.2,25.2,25.5,25.4,0.303,0.304,0.265,0.287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-02-18T03:00
95.0,21.5,26.6,1.16,1008.4,984.3,100.0,20.0,100.0,100.0,0.14,2.08,2.9,8.0,30.0,5.4,23.1,25.0,25.5,25.4,0.302,0.303,0.265,0.287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-02-18T04:00
93.0,21.1,26.4,0.58,1008.5,984.4,89.0,0.0,100.0,98.0,0.2,2.9,3.5,300.0,294.0,5.8,23.0,24.9,25.5,25.4,0.299,0.303,0.265,0.287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-02-18T05:00
94.0,21.4,26.6,0.0,1008.9,984.8,86.0,8.0,82.0,100.0,0.17,5.82,7.2,307.0,276.0,9.0,22.9,24.7,25.5,25.4,0.297,0.302,0.266,0.287,2.0,0.0,2.0,0.0,2.0,31.4,1.0,0.0,2022-02-18T06:00
92.0,22.0,28.0,0.0,1009.9,985.8,77.8,8.0,100.0,100.0,0.23,6.519999999999999,2.0,329.0,315.0,8.6,24.7,24.7,25.4,25.4,0.291,0.296,0.265,0.287,69.0,1.0,68.0,5.2,69.0,259.4,1.0,0.0,2022-02-18T07:00
89.0,22.3,29.1,0.0,1010.8,986.8,97.0,18.0,84.0,100.0,0.35,2.6,2.6,236.0,200.4,9.4,25.0,24.8,25.4,25.4,0.289,0.296,0.265,0.287,164.0,15.0,149.0,35.1,164.0,598.0,1.0,0.0,2022-02-18T08:00
86.0,22.7,30.1,0.0,1010.8,986.8,74.0,45.8,43.0,100.0,0.45,2.5,2.9,270.0,277.0,11.9,25.9,24.8,25.4,25.4,0.288,0.295,0.265,0.287,341.0,94.0,247.0,146.6,341.0,898.4,1.0,2597.44,2022-02-18T09:00
82.0,23.3,32.2,0.1,1010.2,986.4,50.0,9.0,21.0,99.0,0.64,2.5,2.9,180.0,180.0,14.8,27.2,25.0,25.4,25.4,0.286,0.294,0.265,0.287,575.0,310.0,265.0,380.9,575.0,1140.2,1.0,3600.0,2022-02-18T10:00
86.0,24.2,32.8,0.6,1010.0,986.2,85.0,27.0,28.0,97.0,0.5,6.5,8.0,186.0,188.0,19.4,28.2,25.3,25.4,25.4,0.287,0.293,0.265,0.287,675.0,333.0,342.0,356.9,675.0,1306.9,1.0,3600.0,2022-02-18T11:00
87.0,24.4,33.1,1.4,1009.3,985.5,100.0,99.0,51.4,100.0,0.44,3.6,4.7,174.0,180.0,19.8,28.6,25.5,25.4,25.4,0.296,0.292,0.27959999999999996,0.287,629.0,285.0,344.0,287.8,629.0,1387.2,1.0,3600.0,2022-02-18T12:00
82.0,23.8,32.3,1.1,1008.8,985.0,100.0,100.0,83.0,100.0,0.63,7.9799999999999995,6.1,94.0,93.0,15.8,28.4,25.8,25.4,25.4,0.303,0.292,0.265,0.287,429.0,130.0,299.0,132.4,429.0,1375.5,1.0,2172.01,2022-02-18T13:00
89.0,23.0,29.4,9.7,1008.7,984.8,100.0,41.2,55.0,100.0,0.34,7.1,9.7,210.0,207.0,16.2,27.1,25.9,25.4,25.4,0.37,0.313,0.265,0.287,140.0,0.0,140.0,0.0,140.0,1272.6,1.0,0.0,2022-02-18T14:00
89.0,23.1,29.9,0.4,1008.2,983.7,44.0,41.0,6.0,100.0,0.34,4.5,6.1,279.6,280.8,19.880000000000003,26.5,26.0,25.4,25.4,0.342,0.321,0.266,0.287,167.0,2.0,165.0,2.6,167.0,1085.5,1.0,0.0,2022-02-18T15:00
94.0,23.3,29.6,0.22000000000000003,1008.3,986.5799999999999,58.0,14.0,55.0,100.0,0.41,2.3,3.1,108.0,126.0,12.2,25.8,26.0,25.4,25.4,0.346,0.324,0.267,0.287,72.0,0.0,72.0,0.0,72.0,827.0,1.0,0.0,2022-02-18T16:00
94.0,23.2,29.7,1.1,1008.8,984.8,78.8,52.2,5.0,100.0,0.19,5.3,3.2,90.0,150.4,10.719999999999999,25.4,25.9,25.4,25.4,0.343,0.327,0.267,0.287,66.0,1.0,65.0,2.7,66.0,514.7,1.0,0.0,2022-02-18T17:00
94.0,23.1,29.7,0.22000000000000003,1009.0,985.1200000000001,49.0,7.0,21.0,100.0,0.18,3.7199999999999998,0.8,270.0,297.0,5.4,25.0,25.9,25.4,25.4,0.333,0.327,0.268,0.287,29.0,0.0,29.0,0.0,29.0,169.9,1.0,0.0,2022-02-18T18:00
97.0,23.2,28.9,0.0,1009.7,985.6,55.0,25.2,24.0,100.0,0.156,3.3,3.3,84.0,131.0,6.459999999999999,24.9,25.6,25.4,25.4,0.36,0.353,0.275,0.287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-02-18T19:00
96.0,22.9,28.4,0.2,1010.1,986.0,75.2,24.6,44.0,100.0,0.11,4.4,4.8,55.0,77.0,7.9,24.4,25.5,25.4,25.4,0.347,0.35,0.26460000000000006,0.287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-02-18T20:00
95.0,22.6,28.3,0.0,1010.6,986.5,76.0,16.0,53.0,100.0,0.14,3.1,1.8,45.0,101.0,7.6,23.9,25.4,25.4,25.4,0.337,0.347,0.279,0.287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-02-18T21:00
96.0,22.3,27.6,0.12000000000000002,1010.7,986.6,88.0,19.0,68.0,100.0,0.1,2.8,2.3,320.0,252.0,3.6,23.6,25.3,25.4,25.4,0.33,0.343,0.2944,0.287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-02-18T22:00
94.2,22.6,28.0,0.0,1010.9,986.8,100.0,17.0,100.0,100.0,0.13,4.9,5.1,324.0,309.0,8.3,23.5,25.1,25.4,25.4,0.325,0.34,0.282,0.287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-02-18T23:00
94.0,22.6,28.0,1.0399999999999998,1010.2,986.1,100.0,21.0,100.0,100.0,0.18,6.2,10.2,324.0,321.0,11.2,23.6,25.0,25.4,25.4,0.32,0.337,0.283,0.287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-02-19T00:00
92.0,22.2,27.8,0.0,1009.7,985.6,95.0,6.0,100.0,100.0,0.23,5.0,9.2,255.0,321.0,10.1,23.5,24.9,25.4,25.4,0.317,0.334,0.2638,0.287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-02-19T01:00
90.0,22.0,27.9,0.0,1009.8,985.7,97.0,8.0,32.8,100.0,0.28,5.4,10.7,318.0,312.0,10.1,23.4,24.8,25.4,25.4,0.314,0.332,0.285,0.287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-02-19T02:00
94.0,22.0,27.2,0.0,1009.8,985.7,96.0,7.0,100.0,99.0,0.18,4.76,6.2,260.8,291.0,9.0,23.4,24.7,25.4,25.4,0.311,0.329,0.286,0.287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-02-19T03:00
91.0,21.8,27.6,0.0,1009.8,985.7,34.0,7.0,8.0,78.0,0.26,4.3,2.8,336.0,310.0,6.8,23.2,24.6,25.4,25.4,0.309,0.327,0.2534,0.287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-02-19T04:00
