relative_humidity_2m_(%),dew_point_2m_(EEC),apparent_temperature_(EEC),precipitation_(mm),pressure_msl_(hPa),surface_pressure_(hPa),cloud_cover_(%),cloud_cover_low_(%),cloud_cover_mid_(%),cloud_cover_high_(%),vapour_pressure_deficit_(kPa),wind_speed_10m_(km_h),wind_speed_100m_(km_h),wind_direction_10m_(EE),wind_direction_100m_(EE),wind_gusts_10m_(km_h),soil_temperature_0_to_7cm_(EEC),soil_temperature_7_to_28cm_(EEC),soil_temperature_28_to_100cm_(EEC),soil_temperature_100_to_255cm_(EEC),soil_moisture_0_to_7cm_(m?_m?),soil_moisture_7_to_28cm_(m?_m?),soil_moisture_28_to_100cm_(m?_m?),soil_moisture_100_to_255cm_(m?_m?),shortwave_radiation_(W_m?),direct_radiation_(W_m?),diffuse_radiation_(W_m?),direct_normal_irradiance_(W_m?),global_tilted_irradiance_(W_m?),terrestrial_radiation_(W_m?),is_day_(),sunshine_duration_(s),time
69.0,21.6,32.1,0.0,1011.1,987.3,36.0,7.0,0.0,100,1.15,10.0,12.6,244.0,246.0,23.0,27.9,25.3,25.5,25.4,0.246,0.258,0.246,0.32,737,318,419,346.7,737,1297.4,1,3600.0,2022-01-03T11:00
66.0,21.4,33.0,0.017000000000000005,1010.4,986.7,33.0,2.89,0.0,100,1.31,10.3,12.8,245.0,248.0,23.8,28.7,25.6,25.5,25.4,0.243,0.257,0.245,0.32,804,394,410,409.9,804,1359.9,1,3600.0,2022-01-03T12:00
64.0,21.0,32.8,0.0,1009.9,986.1853333333336,54.18,17.26,14.1,100,1.42,11.2,14.2,237.0,240.0,24.8,29.2,25.8,25.5,25.4,0.24,0.255,0.245,0.32,797,333,464,352.9,797,1334.8,1,3600.0,2022-01-03T13:00
64.0,21.0,32.6,0.03400000000000001,1009.3,985.6,47.87,15.04,7.0,100,1.38,13.0,16.7,236.0,237.0,28.79399999999998,29.6,26.1,25.5,25.4,0.237,0.254,0.244,0.32,849,618,231,714.4,849,1223.7,1,3600.0,2022-01-03T14:00
67.0,21.1,31.0,0.0,1009.0,985.2630000000006,54.0,21.0,8.47,100,1.2463,12.8,16.7,232.0,232.66,28.1,29.5,26.4,25.5,25.4,0.234,0.253,0.244,0.32,678,471,207,644.2,678,1034.3,1,3600.0,2022-01-03T15:00
69.0,21.0,29.9,0.0,1009.0,985.2,43.0,12.0,4.0,100,1.11,10.9,14.5,236.0,237.26,24.534000000000006,29.0,26.6,25.5,25.4,0.233,0.252,0.243,0.32,488,349,139,633.4,488,779.5,1,3600.0,2022-01-03T16:00
75.0,21.6,30.2,0.0,1009.5,985.7,43.31,11.48,5.0,100,0.86,6.3,10.3,246.0,241.0,17.201999999999998,28.1,26.7,25.5,25.4,0.232,0.251,0.243,0.32,249,154,95,457.1,249,476.5,1,3600.0,2022-01-03T17:00
76.0,21.1,29.5,0.0,1010.2,986.3,43.95,12.0,6.0,100,0.79,4.4,6.6,261.0,248.0,11.5,26.9,26.7,25.5,25.4,0.232,0.251,0.243,0.32,54,24,30,162.6,54,147.2,0,1936.12,2022-01-03T18:00
85.0,21.0,27.3,0.0,1010.6,986.5,35.53,5.0,2.0,100,0.43,4.481,6.1,330.0,273.0,5.4,27.3,26.7,25.5,25.4,0.229,0.254,0.243,0.32,0,0,0,0.0,0,0.0,0,0.0,2022-01-03T19:00
85.0,20.8,26.8,0.0,1011.2,987.1,34.38,5.0,0.0,100,0.43,5.155999999999997,8.7,335.0,318.0,8.3,26.0,26.6,25.5,25.4,0.229,0.254,0.243,0.32,0,0,0,0.0,0,0.0,0,0.0,2022-01-03T20:00
81.48,20.2,26.5,0.0,1011.4,987.3,38.79,11.0,0.0,98,0.53,6.8,11.4,342.0,332.0,12.466000000000003,25.1,26.5,25.5,25.4,0.23,0.253,0.24244000000000013,0.32,0,0,0,0.0,0,0.0,0,0.0,2022-01-03T21:00
80.0,19.6,25.9,0.0,1011.9,987.8,31.0,2.0,0.0,96,0.58,7.5,11.5,340.75,321.0,12.6,24.6,26.3,25.5,25.4,0.23,0.253,0.242,0.32,0,0,0,0.0,0,0.0,0,0.0,2022-01-03T22:00
81.0,19.0,24.8,0.0,1012.0,987.8,35.0,6.0,0.0,100,0.52,7.5,12.3,343.0,322.0,13.3,24.1,26.2,25.5,25.4,0.23,0.253,0.242,0.32,0,0,0,0.0,0,0.0,0,0.0,2022-01-03T23:00
81.0,18.9,24.4,0.01,1011.7,987.5,51.96,15.0,13.16,100,0.51,8.594999999999999,13.3,339.0,322.0,15.137,23.8,26.0,25.5,25.4,0.231,0.252,0.242,0.32,0,0,0,0.0,0,0.0,0,0.0,2022-01-04T00:00
83.0,18.9,23.9,0.0,1011.2,987.0,51.47,22.0,3.0,100,0.4493,8.9,13.8,333.0,317.0,15.252999999999997,23.5,25.8,25.5,25.4,0.231,0.252,0.242,0.319,0,0,0,0.0,0,0.0,0,0.0,2022-01-04T01:00
85.0,19.0,23.7,0.0,1010.9,986.7,46.0,15.91,3.0,100,0.4,9.2,13.0,334.0,318.0,15.763999999999994,23.3,25.6,25.5,25.4,0.231,0.252,0.241,0.319,0,0,0,0.0,0,0.0,0,0.0,2022-01-04T02:00
87.0,19.1,24.0,0.0,1010.9,986.6,58.0,28.0,5.52,100,0.33,5.9,9.7,322.0,301.0,15.1,23.1,25.4,25.5,25.4,0.231,0.252,0.241,0.319,0,0,0,0.0,0,0.0,0,0.0,2022-01-04T03:00
90.0,19.1,23.4,0.0,1011.1,986.8,44.0,11.0,6.7,100,0.25,5.4,6.8,312.0,295.0,9.7,22.8,25.2,25.5,25.4,0.232,0.251,0.241,0.319,0,0,0,0.0,0,0.0,0,0.0,2022-01-04T04:00
87.0,19.0,23.6,0.0,1011.4,987.1,43.0,10.0,6.0,100,0.33,6.321000000000002,10.5,332.0,310.71,11.835000000000004,22.5,25.0,25.5,25.4,0.232,0.251,0.24,0.319,0,0,0,0.0,0,0.0,0,0.0,2022-01-04T05:00
85.0,19.5,24.2,0.0,1011.8,987.6,38.0,8.0,1.0,100,0.39,9.302999999999999,15.1,338.0,327.0,17.3,22.6,24.8,25.5,25.4,0.232,0.251,0.24,0.319,15,4,11,41.8,15,73.8,1,0.0,2022-01-04T06:00
82.0,21.2,28.1,0.0,1012.1,988.1,34.0,4.0,1.0,100,0.57,6.8,9.5,335.0,331.0,18.4,23.5,24.7,25.5,25.4,0.231,0.249,0.24,0.319,165,87,78,367.5,165,356.43300000000005,1,3600.0,2022-01-04T07:00
74.0,21.4,30.2,0.005,1012.9,989.0,33.0,3.0,0.0,100,0.88,5.109000000000002,6.2,297.0,306.0,13.986999999999997,24.9,24.7,25.5,25.4,0.23,0.249,0.24,0.319,368,202,166,437.9,368,652.6,1,3600.0,2022-01-04T08:00
71.0,21.5,31.4,0.024000000000000004,1012.9,989.0,43.0,12.98,1.0,100,1.03,4.5,5.2,241.0,245.0,14.8,26.5,24.8,25.5,25.4,0.228,0.248,0.24,0.319,575,347,228,527.3,575,930.8,1,3600.0,2022-01-04T09:00
69.0,21.5,32.5,0.0,1012.6,988.8,46.0,7.56,15.31,100,1.15,5.4,6.6,228.0,230.38,16.9,27.7,25.0,25.5,25.4,0.226,0.247,0.239,0.319,700,430,270,528.6,700,1150.7,1,3600.0,2022-01-04T10:00
67.0,21.5,33.9,0.0,1012.1,988.3,41.0,7.0,8.0,100,1.27,5.9,7.1,219.95,221.0,18.0,28.8,25.3,25.5,25.4,0.224,0.245,0.239,0.319,838,572,266,623.8,838,1297.2,1,3600.0,2022-01-04T11:00
66.0,21.7,34.0,0.0,1011.3,987.6,43.0,9.0,8.0,100,1.31,7.8,9.3,214.0,216.0,20.2,29.6,25.6,25.5,25.4,0.221,0.244,0.23851,0.319,851,660,191,686.3,851,1360.4,1,3600.0,2022-01-04T12:00
65.0,21.6,34.2,0.0,1010.5,986.8,45.0,8.0,13.0,100,1.37,9.5,11.6,209.0,210.0,23.574999999999992,30.1,25.9,25.5,25.4,0.219,0.242,0.237,0.319,900,647,253,685.1,900,1335.9,1,3600.0,2022-01-04T13:00
67.0,21.7,32.9,0.03600000000000002,1009.7,986.0,50.0,15.0,10.0,100,1.29,11.3,14.2,211.0,210.0,25.85599999999999,30.2,26.3,25.5,25.4,0.216,0.241,0.237,0.319,779,594,185,685.7,779,1225.3,1,3600.0,2022-01-04T14:00
70.0,21.8,31.1,0.1,1009.3,985.6,51.0,15.0,13.0,100,1.1,11.3,14.7,211.0,211.0,25.9,29.8,26.5,25.5,25.4,0.215,0.239,0.236,0.319,603,475,128,648.4,603,966.6240000000001,1,3600.0,2022-01-04T15:00
71.0,21.5,30.3,0.0,1009.1,985.3,47.06,12.0,10.0,100,1.02,10.6,14.0,198.7,198.0,24.8,29.2,26.7,25.5,25.4,0.214,0.239,0.236,0.319,441,299,142,541.1,441,781.7,1,3600.0,2022-01-04T16:00
77.0,21.9,30.0,0.0,1009.6,985.7,57.68,15.0,25.0,100,0.78,7.9,12.6,196.0,193.0,22.3,28.2,26.9,25.5,25.4,0.213,0.238,0.236,0.319,200,89,111,262.9,200,478.8,1,3600.0,2022-01-04T17:00
88.91,22.6,29.0,0.14699999999999994,1010.4,986.4,52.69,21.91,6.0,100,0.35,6.2,8.4,234.0,220.0,14.4,27.2,26.9,25.5,25.4,0.214,0.238,0.23504000000000044,0.318,50,15,35,101.1,50,148.3,0,783.02,2022-01-04T18:00
78.0,21.4,29.7,0.0,1010.8,986.7950000000014,49.11,18.0,6.0,100,0.73,3.3,5.1,319.0,225.0,7.2,27.6,26.8,25.5,25.4,0.216,0.239,0.234,0.318,0,0,0,0.0,0,0.0,0,0.0,2022-01-04T19:00
84.0,21.6,28.9,0.0,1011.3,987.3,48.86,17.0,6.21,100,0.5,2.3259999999999996,1.8,360.0,217.0,4.3,26.5,26.8,25.6,25.4,0.216,0.239,0.234,0.318,0,0,0,0.0,0,0.0,0,0.0,2022-01-04T20:00
86.18,21.4,27.8,0.018000000000000002,1011.5,987.4,45.0,17.0,1.27,100,0.4,4.6,3.5,342.0,298.54,5.0,25.7,26.7,25.6,25.4,0.217,0.239,0.23406000000000055,0.318,0,0,0,0.0,0,0.0,0,0.0,2022-01-04T21:00
83.0,21.0,27.7,0.001,1011.7,987.6,38.0,9.0,0.0,100,0.51,4.7,8.7,337.0,315.0,9.203999999999994,25.2,26.6,25.6,25.4,0.217,0.239,0.234,0.318,0,0,0,0.0,0,0.0,0,0.0,2022-01-04T22:00
83.0,20.8,27.4,0.0,1011.8,987.7,31.87,1.0,1.0,100,0.49,5.4,9.6,340.0,316.07,10.458999999999998,24.8,26.4,25.6,25.4,0.217,0.239,0.233,0.318,0,0,0,0.0,0,0.0,0,0.0,2022-01-04T23:00
84.0,20.4,26.7,0.0,1011.3,987.2,22.0,0.0,0.0,75,0.4641,4.9,9.0,343.0,299.0,9.207,24.4,26.3,25.6,25.4,0.217,0.238,0.233,0.318,0,0,0,0.0,0,0.0,0,0.0,2022-01-05T00:00
85.0,20.1,26.0,0.0,1011.0,986.8799999999999,31.44,1.59,0.0,98,0.41,4.8,8.3,347.0,304.0,9.0,24.0,26.1,25.6,25.4,0.217,0.238,0.233,0.318,0,0,0,0.0,0,0.0,0,0.0,2022-01-05T01:00
